,Candidate Id,Candidate Name,Candidate Office,Candidate Office State,Candidate Office District,Candidate Party Affiliation,Candidate Incumbent Challenger Open Seat,Net Contribution,Net Operating Expenditure,Winner_binary,Cash on Hand Beginning of Period,Cash on Hand Close of Period,Individual Itemized Contribution,Individual Unitemized Contribution,Individual Contribution,Electorate,rank_netExpenditure,rank_UnItemizedContribution,rank_ItemizedContribution
369,H2CA28113,"CARDENAS, TONY",H,CA,29.0,DEM,INCUMBENT,1565630.33,1479654.03,1,194117.71,276267.43,642399.27,2600.08,644999.35,CA-29.0,1.0,4.0,1.0
409,H6CA29229,"ALARCON, RICHARD ANTHONY MR.",H,CA,29.0,DEM,CHALLENGER,69834.33,69538.7,0,0.0,140.4,51090.0,5991.05,57081.05,CA-29.0,2.0,2.0,2.0
928,H6CA29211,"SHAMMAS, JOSEPH IVARO",H,CA,29.0,DEM,CHALLENGER,8556.89,43498.27,0,0.0,0.0,3500.0,5056.89,8556.89,CA-29.0,3.0,3.0,5.0
1082,H6CA29203,"BERNAL, BENITO BENNY",H,CA,29.0,DEM,CHALLENGER,15502.0,15499.0,0,0.0,0.0,9086.0,6416.0,15502.0,CA-29.0,4.0,1.0,3.0
1108,H6CA29237,"GUZMAN, DAVID",H,CA,29.0,DEM,CHALLENGER,8303.25,8303.25,0,0.0,0.0,7666.0,637.25,8303.25,CA-29.0,5.0,5.0,4.0
281,H6CA24113,"SHERMAN, BRAD",H,CA,30.0,DEM,INCUMBENT,1427136.46,344111.96,1,237122.36,1207593.22,761469.13,7766.33,769235.46,CA-30.0,1.0,1.0,1.0
911,H4CA30123,"RAB, AEJAZ (RAJI)",H,CA,30.0,DEM,CHALLENGER,75351.0,128371.82,0,0.0,1978.52,81101.0,2700.0,83801.0,CA-30.0,2.0,2.0,2.0
360,H2CA31125,"AGUILAR, PETE",H,CA,31.0,DEM,INCUMBENT,2784410.1,1553474.21,1,8139.12,1150319.91,1249574.23,461671.96,1711246.19,CA-31.0,1.0,1.0,1.0
806,H6CA31134,"FLYNN, SEAN MASAKI",H,CA,31.0,REP,CHALLENGER,427341.76,582872.38,0,0.0,36750.46,130501.0,4283.0,134784.0,CA-31.0,2.0,3.0,3.0
451,H4CA31071,"CHABOT, PAUL R DR.",H,CA,31.0,REP,CHALLENGER,585350.52,516707.14,0,294.98,46099.36,433264.0,82037.74,515301.74,CA-31.0,3.0,2.0,2.0
746,H6CA31142,"BACA, JOE",H,CA,31.0,REP,CHALLENGER,29848.0,28617.74,0,0.0,1230.26,26450.0,2898.0,29348.0,CA-31.0,4.0,4.0,4.0
372,H8CA34068,"NAPOLITANO, GRACE",H,CA,32.0,DEM,INCUMBENT,704730.0,773282.22,1,251685.24,169500.61,168431.0,9245.7,177676.7,CA-32.0,1.0,2.0,1.0
515,H6CA32132,"HERNANDEZ, ROGER",H,CA,32.0,DEM,CHALLENGER,105564.23,114539.02,0,0.0,47103.21,64900.0,35284.23,100184.23,CA-32.0,2.0,1.0,2.0
239,H4CA33119,"LIEU, TED",H,CA,33.0,DEM,INCUMBENT,1851520.2,638745.47,1,121864.1,983752.07,1365681.04,65983.11,1431664.15,CA-33.0,1.0,1.0,1.0
717,H6CA33106,"WRIGHT, KENNETH W DR.",H,CA,33.0,REP,CHALLENGER,61340.0,40955.7,0,0.0,3615.85,56263.0,5077.0,61340.0,CA-33.0,2.0,2.0,2.0
370,H2CA30143,"BECERRA, XAVIER",H,CA,34.0,DEM,INCUMBENT,1661402.41,893434.06,1,1288938.52,1515083.55,565544.87,26101.62,591646.49,CA-34.0,1.0,1.0,1.0
486,H6CA34229,"EDWARDS, ADRIENNE NICOLE",H,CA,34.0,DEM,CHALLENGER,20.0,1.8,0,0.0,518.2,0.0,20.0,20.0,CA-34.0,2.0,2.0,2.0
363,H4CA35031,"TORRES, NORMA",H,CA,35.0,DEM,INCUMBENT,563728.16,292943.07,1,55092.06,249298.64,146131.92,3847.52,149979.44,CA-35.0,1.0,1.0,1.0
386,H6CA35127,"FISCHELLA, TYLER R",H,CA,35.0,REP,CHALLENGER,3502.65,3747.65,0,0.0,0.0,2250.0,490.29,2740.29,CA-35.0,2.0,2.0,2.0
338,H2CA36439,"RUIZ, RAUL DR.",H,CA,36.0,DEM,INCUMBENT,2957075.24,2099993.32,1,373726.82,1221619.48,1544343.16,425417.61,1969760.77,CA-36.0,1.0,1.0,1.0
668,H6CA36182,"STONE, JEFFREY E",H,CA,36.0,REP,CHALLENGER,341524.44,283798.77,0,0.0,57725.67,248786.44,15240.0,264026.44,CA-36.0,2.0,2.0,2.0
1158,H6CA36174,"KEALY, DWIGHT",H,CA,36.0,REP,CHALLENGER,2183.28,17183.28,0,0.0,0.0,44556.5,1454.0,46010.5,CA-36.0,3.0,3.0,3.0
305,H0CA33117,"BASS, KAREN",H,CA,37.0,DEM,INCUMBENT,576817.51,386221.77,1,276177.47,252820.01,231323.74,12249.52,243573.26,CA-37.0,1.0,1.0,1.0
1087,H6CA37305,"HASAN, SHARIFF M",H,CA,37.0,REP,CHALLENGER,2250.0,2250.0,0,0.0,0.0,2250.0,0.0,2250.0,CA-37.0,2.0,2.0,2.0
340,H2CA39078,"SANCHEZ, LINDA",H,CA,38.0,DEM,INCUMBENT,1413539.75,907594.24,1,438707.03,672699.54,248291.83,53791.19,302083.02,CA-38.0,1.0,1.0,1.0
1094,H6CA38113,"ADAMS, SCOTT MICHAEL MR.",H,CA,38.0,IND,CHALLENGER,0.0,6940.0,0,0.0,-6940.0,0.0,0.0,0.0,CA-38.0,2.0,2.0,2.0
329,H6CA39020,"ROYCE, ED MR.",H,CA,39.0,REP,INCUMBENT,3768559.87,2813899.21,1,2014545.98,2958628.2,2508191.81,41857.06,2550048.87,CA-39.0,1.0,1.0,1.0
595,H6CA39137,"MURDOCK, BRETT",H,CA,39.0,DEM,CHALLENGER,55930.92,53020.25,0,0.0,5375.67,23399.0,11999.99,35398.99,CA-39.0,2.0,2.0,2.0
1301,H2CA33048,"ROYBAL-ALLARD, LUCILLE",H,CA,40.0,DEM,INCUMBENT,566920.54,338568.62,1,29056.25,85222.2,235665.04,4655.82,240320.86,CA-40.0,1.0,1.0,1.0
358,H2CA43245,"TAKANO, MARK",H,CA,41.0,DEM,INCUMBENT,988996.47,593180.82,1,39932.84,287187.98,613695.92,86584.82,700280.74,CA-41.0,1.0,1.0,1.0
649,H6CA41182,"SHEPHERD, DOUG",H,CA,41.0,REP,CHALLENGER,90924.0,206673.37,0,0.0,5525.63,60775.0,11119.0,71894.0,CA-41.0,2.0,2.0,3.0
382,H6CA41190,"FOX, RANDY",H,CA,41.0,REP,CHALLENGER,67065.0,67065.0,0,0.0,0.0,62200.0,1865.0,64065.0,CA-41.0,3.0,3.0,2.0
327,H2CA37023,"CALVERT, KEN",H,CA,42.0,REP,INCUMBENT,1406849.49,914762.48,1,405559.0,765996.01,687224.0,4620.0,691844.0,CA-42.0,1.0,2.0,1.0
650,H4CA42086,"SHERIDAN, TIMOTHY J",H,CA,42.0,DEM,CHALLENGER,116211.19,102266.68,0,19084.44,54486.56,38135.97,26180.67,64316.64,CA-42.0,2.0,1.0,2.0
1085,H4CA42060,"CONDLEY, KERRI",H,CA,42.0,NNE,CHALLENGER,42868.86,41175.73,0,151.87,0.0,7545.0,3423.52,10968.52,CA-42.0,3.0,3.0,3.0
345,H4CA23011,"WATERS, MAXINE MS",H,CA,43.0,DEM,INCUMBENT,618422.3,561642.17,1,277786.91,375142.93,121855.0,8192.3,130047.3,CA-43.0,1.0,1.0,1.0
1409,H6CA44145,"NAVARRO, OMAR",H,CA,43.0,REP,OPEN,2546.0,2667.52,0,352.56,231.04,2250.0,296.0,2546.0,CA-43.0,2.0,2.0,2.0
1387,H2CA35100,"HALL, ISADORE III",H,CA,44.0,DEM,OPEN,1708844.94,1653134.19,0,67108.63,121458.55,1058152.93,6811.0,1064963.93,CA-44.0,1.0,2.0,1.0
377,H6CA44103,"BARRAGAN, NANETTE",H,CA,44.0,DEM,OPEN,1456066.55,1213945.71,1,0.0,242120.85,941707.7,334845.0,1276552.7,CA-44.0,2.0,1.0,2.0
1700,H6CA44111,"MUSANTE, MARCUS",H,CA,44.0,DEM,OPEN,46084.0,25876.0,0,0.0,4368.0,34200.0,2570.0,36770.0,CA-44.0,3.0,3.0,3.0
1663,H6CA44129,"CASTILLO, CHRISTOPHER",H,CA,44.0,REP,OPEN,8840.0,8840.0,0,0.0,0.0,8250.0,540.0,8790.0,CA-44.0,4.0,4.0,4.0
246,H4CA45097,"WALTERS, MIMI",H,CA,45.0,REP,INCUMBENT,1340329.67,1400947.54,1,106408.92,495619.1,333355.62,44374.05,377729.67,CA-45.0,1.0,1.0,1.0
912,H4CA45089,"RATHS, GREGORY G",H,CA,45.0,REP,CHALLENGER,113367.75,167095.34,0,21914.0,19487.02,101653.75,13214.0,114867.75,CA-45.0,2.0,2.0,2.0
824,H6CA45118,"GOURON, MAX M.D.",H,CA,45.0,DEM,CHALLENGER,1985.0,41216.97,0,0.0,3.5,1550.0,435.0,1985.0,CA-45.0,3.0,4.0,4.0
690,H2CA48095,"VARASTEH, RON",H,CA,45.0,DEM,CHALLENGER,12693.36,13330.04,0,80372.46,29735.78,4526.8,7066.56,11593.36,CA-45.0,4.0,3.0,3.0
367,H6CA46116,"CORREA, JOSE LUIS (LOU) MR.",H,CA,46.0,DEM,OPEN,816005.92,668008.45,1,0.0,128005.47,435187.0,15421.14,450608.14,CA-46.0,1.0,2.0,1.0
1480,H6CA46157,"DUNN, JOSEPH",H,CA,46.0,DEM,OPEN,395815.99,390112.64,0,0.0,111.04,369684.0,11866.99,381550.99,CA-46.0,2.0,3.0,2.0
1412,H6CA46140,"NGUYEN, BAO QUOC",H,CA,46.0,DEM,OPEN,261669.9,224755.12,0,0.0,37648.14,203362.0,44607.9,247969.9,CA-46.0,3.0,1.0,3.0
1630,H6CA46108,"SCHOTT, LYNN",H,CA,46.0,REP,OPEN,96584.3,96584.3,0,0.0,0.0,25999.0,3319.0,29318.0,CA-46.0,4.0,6.0,5.0
1709,H6CA46132,"BRANDMAN, JORDAN",H,CA,46.0,DEM,OPEN,93806.24,65682.13,0,0.0,0.0,87487.25,8868.99,96356.24,CA-46.0,5.0,4.0,4.0
1563,H6CA46165,"PETERSON, BOB",H,CA,46.0,REP,OPEN,18918.0,29094.64,0,0.0,1823.36,14960.0,3958.0,18918.0,CA-46.0,6.0,5.0,6.0
1786,H6CA46124,"SANCHEZ, HEBERTO M",H,CA,46.0,DEM,OPEN,3111.94,3111.94,0,0.0,0.0,2900.0,418.96,3318.96,CA-46.0,7.0,7.0,7.0
346,H2CA00104,"LOWENTHAL, ALAN",H,CA,47.0,DEM,INCUMBENT,682839.11,238884.28,1,357884.08,542137.92,240721.15,31244.4,271965.55,CA-47.0,1.0,1.0,1.0
704,H4CA47069,"WHALLON, ANDREW",H,CA,47.0,REP,CHALLENGER,5740.0,65307.02,0,498.48,2431.46,2300.0,3190.0,5490.0,CA-47.0,2.0,2.0,2.0
269,H8CA42061,"ROHRABACHER, DANA",H,CA,48.0,REP,INCUMBENT,736628.36,532168.95,1,8960.08,202048.2,691065.3,15306.06,706371.36,CA-48.0,1.0,2.0,1.0
642,H6CA48237,"SAVARY, SUZANNE JOYCE",H,CA,48.0,DEM,CHALLENGER,99985.08,63930.75,0,0.0,28764.17,62785.0,24350.08,87135.08,CA-48.0,2.0,1.0,3.0
752,H6CA48245,"BAUGH, SCOTT",H,CA,48.0,REP,CHALLENGER,559005.0,13176.82,0,0.0,545828.18,563900.0,1105.0,565005.0,CA-48.0,3.0,3.0,2.0
333,H0CA48024,"ISSA, DARRELL ",H,CA,49.0,REP,INCUMBENT,1729662.97,3863727.2,1,3750024.17,1781739.65,619245.7,382832.42,1002078.12,CA-49.0,1.0,2.0,1.0
414,H6CA49102,"APPLEGATE, DOUGLAS LOREN",H,CA,49.0,DEM,CHALLENGER,1260961.06,959079.59,0,0.0,286942.42,609209.37,529401.69,1138611.06,CA-49.0,2.0,1.0,2.0
312,H8CA52052,"HUNTER, DUNCAN D.",H,CA,50.0,REP,INCUMBENT,1044759.96,789980.94,1,452572.69,701618.77,255728.0,30376.14,286104.14,CA-50.0,1.0,1.0,1.0
562,H6CA50258,"MALLOY, JEFFREY PATRICK",H,CA,50.0,DEM,CHALLENGER,18625.94,15377.57,0,0.0,3248.37,7291.66,9131.0,16422.66,CA-50.0,2.0,2.0,2.0
364,H2CA50026,"VARGAS, JUAN C.",H,CA,51.0,DEM,INCUMBENT,933578.59,443689.05,1,10613.71,170038.41,195516.0,2736.32,198252.32,CA-51.0,1.0,2.0,1.0
517,H6CA51066,"HIDALGO, JUAN M JR",H,CA,51.0,REP,CHALLENGER,69761.68,52121.77,0,0.0,20606.35,51961.68,16300.0,68261.68,CA-51.0,2.0,1.0,2.0
1096,H6CA51074,"SANCHEZ, CARLOS J MR",H,CA,51.0,REP,CHALLENGER,0.0,15362.01,0,0.0,465.76,0.0,0.0,0.0,CA-51.0,3.0,3.5,3.5
885,H6CA51082,"MERCADO, JUAN CARLOS",H,CA,51.0,DEM,CHALLENGER,0.0,7344.03,0,0.0,755.97,0.0,0.0,0.0,CA-51.0,4.0,3.5,3.5
313,H2CA52089,"PETERS, SCOTT",H,CA,52.0,DEM,INCUMBENT,3292782.28,2053334.94,1,68698.73,1305749.43,1380792.85,392596.55,1773389.4,CA-52.0,1.0,1.0,1.0
500,H6CA52130,"GITSHAM, DENISE",H,CA,52.0,REP,CHALLENGER,1201356.36,1148876.32,0,0.0,107976.43,881973.68,137994.51,1019968.19,CA-52.0,2.0,2.0,2.0
1005,H6CA52114,"ATKINSON, JACQUIE",H,CA,52.0,REP,CHALLENGER,167707.97,167707.97,0,0.0,0.0,178224.0,15612.0,193836.0,CA-52.0,3.0,3.0,3.0
845,H6CA52148,"HORST, JOHN H",H,CA,52.0,REP,CHALLENGER,14600.0,16155.56,0,0.0,-1653.06,12900.0,1700.0,14600.0,CA-52.0,4.0,4.0,4.0
1030,H6CA52122,"CANADA, MIKE",H,CA,52.0,REP,CHALLENGER,0.0,14418.4,0,0.0,0.0,0.0,0.0,0.0,CA-52.0,5.0,6.5,6.5
1025,H6CA52155,"ALLVORD, TERRY",H,CA,52.0,REP,CHALLENGER,13011.15,13011.15,0,0.0,0.0,5506.36,1495.0,7001.36,CA-52.0,6.0,5.0,5.0
1212,H4CA52077,"SIMON, FRED J JR MD",H,CA,52.0,REP,CHALLENGER,517.93,790.44,0,272.51,0.0,0.0,0.0,0.0,CA-52.0,7.0,6.5,6.5
303,H0CA49055,"DAVIS, SUSAN",H,CA,53.0,DEM,INCUMBENT,461526.84,272044.17,1,241803.5,255248.99,121935.0,25058.51,146993.51,CA-53.0,1.0,1.0,1.0
691,H6CA53054,"VELTMEYER, JAMES",H,CA,53.0,REP,CHALLENGER,104086.07,114925.19,0,0.0,1660.88,93962.07,12224.0,106186.07,CA-53.0,2.0,2.0,2.0
1018,H6CA53047,"ASH, JAMES",H,CA,53.0,REP,CHALLENGER,21778.0,35117.51,0,0.0,0.0,13970.0,5598.0,19568.0,CA-53.0,3.0,3.0,3.0
1149,H6CA53062,"MENDOZA, MATTHEW JAMES",H,CA,53.0,REP,CHALLENGER,732.0,673.0,0,0.0,57.0,25.0,0.0,0.0,CA-53.0,4.0,4.0,4.0
166,H6CO01141,"DEGETTE, DIANA L.",H,CO,1.0,DEM,INCUMBENT,1195641.56,772980.76,1,20157.16,119241.63,470882.29,45455.26,516337.55,CO-1.0,1.0,1.0,1.0
667,H6CO01208,"STOKHAM, CHARLES WESLEY (CASPER)",H,CO,1.0,REP,CHALLENGER,56447.93,48937.61,0,0.0,7510.32,29124.0,19558.93,48682.93,CO-1.0,2.0,2.0,2.0
897,H6CO06017,"NORRIS, CHARLES H",H,CO,1.0,DEM,CHALLENGER,9691.68,17715.94,0,3470.35,-553.91,4600.0,4992.88,9592.88,CO-1.0,3.0,3.0,3.0
16,H8CO02137,"POLIS, JARED",H,CO,2.0,DEM,INCUMBENT,1281823.94,1102838.77,1,10603.18,91824.88,822358.0,63748.93,886106.93,CO-2.0,1.0,1.0,1.0
592,H6CO02149,"MORSE, NICHOLAS GRANT MR.",H,CO,2.0,REP,CHALLENGER,164091.08,155833.48,0,0.0,8257.6,31350.0,13000.32,44350.32,CO-2.0,2.0,2.0,2.0
180,H6CO03139,"TIPTON, SCOTT R.",H,CO,3.0,REP,INCUMBENT,1616466.65,1529369.88,1,175450.52,239547.29,835589.46,75672.11,911261.57,CO-3.0,1.0,2.0,2.0
644,H6CO03170,"SCHWARTZ, GAIL SHERIDAN MS.",H,CO,3.0,DEM,CHALLENGER,1491126.29,1096702.74,0,0.0,127923.55,962958.04,211403.05,1174361.09,CO-3.0,2.0,1.0,1.0
728,H4CO03241,"SHELDON, STEPHEN MARC",H,CO,3.0,DEM,CHALLENGER,7390.0,7383.0,0,0.0,5.0,17200.0,845.0,18045.0,CO-3.0,3.0,3.0,3.0
26,H4CO04090,"BUCK, KENNETH R",H,CO,4.0,REP,INCUMBENT,808161.67,550056.91,1,140466.09,401585.47,380583.38,139658.38,520241.76,CO-4.0,1.0,1.0,1.0
646,H6CO04160,"SEAY, BOB",H,CO,4.0,DEM,CHALLENGER,57223.37,52068.44,0,0.0,11256.35,25498.21,21303.57,46801.78,CO-4.0,2.0,2.0,2.0
61,H6CO05159,"LAMBORN, DOUGLAS",H,CO,5.0,REP,INCUMBENT,563671.14,275363.7,1,66644.81,322889.25,133623.26,5137.88,138761.14,CO-5.0,1.0,3.0,1.0
957,H6CO05241,"VARGAS, CALANDRA",H,CO,5.0,REP,CHALLENGER,21810.52,21810.52,0,0.0,0.0,14400.0,7366.52,21766.52,CO-5.0,2.0,2.0,2.0
623,H6CO05233,"PLOWRIGHT, MISTY",H,CO,5.0,DEM,CHALLENGER,12015.79,7818.4,0,0.0,5130.62,3777.0,8138.79,11915.79,CO-5.0,3.0,1.0,3.0
216,H8CO06138,"COFFMAN, MIKE REP.",H,CO,6.0,REP,INCUMBENT,3154446.32,2691169.92,1,22523.2,531741.71,1700715.71,297362.46,1998078.17,CO-6.0,1.0,2.0,1.0
446,H6CO06058,"CARROLL, MORGAN",H,CO,6.0,DEM,CHALLENGER,2583786.13,2326606.64,0,0.0,257179.49,1598418.15,553767.18,2152185.33,CO-6.0,2.0,1.0,2.0
832,H2CO00035,"HANEY, PERRY",H,CO,6.0,DEM,CHALLENGER,1000.0,53160.65,0,160.65,0.0,0.0,0.0,0.0,CO-6.0,3.0,3.5,3.5
1020,H6CO06066,"BRADELL, KYLE",H,CO,6.0,REP,CHALLENGER,1858.9,1858.9,0,0.0,0.0,0.0,0.0,0.0,CO-6.0,4.0,3.5,3.5
200,H6CO07023,"PERLMUTTER, EDWIN G",H,CO,7.0,DEM,INCUMBENT,1792852.21,1633529.89,1,181776.86,341099.18,592100.03,65399.82,657499.85,CO-7.0,1.0,1.0,1.0
418,H6CO07106,"ATHANASOPOULOS, GEORGE MR.",H,CO,7.0,REP,CHALLENGER,49356.0,44259.51,0,0.0,5096.49,28810.0,17171.0,45981.0,CO-7.0,2.0,2.0,2.0
1089,H6CO07098,"BAKER, BRUCE",H,CO,7.0,REP,CHALLENGER,1050.0,888.01,0,0.0,-161.99,0.0,50.0,50.0,CO-7.0,3.0,3.0,3.0
173,H8CT01046,"LARSON, JOHN B",H,CT,1.0,DEM,INCUMBENT,1521011.36,992428.81,1,424071.73,572727.76,373116.52,90923.68,464040.2,CT-1.0,1.0,1.0,1.0
463,H2CT01189,"COREY, MATTHEW M MR",H,CT,1.0,REP,CHALLENGER,13640.31,7450.83,0,0.0,6189.48,8462.11,3885.0,12347.11,CT-1.0,2.0,2.0,2.0
106,H2CT02112,"COURTNEY, JOSEPH D",H,CT,2.0,DEM,INCUMBENT,1126044.88,855841.44,1,575221.37,783526.16,325561.12,102467.7,428028.82,CT-2.0,1.0,1.0,1.0
602,H0CT02140,"NOVAK, DARIA IRENE",H,CT,2.0,REP,CHALLENGER,42601.54,43132.89,0,0.0,804.69,19546.62,13272.04,32818.66,CT-2.0,2.0,2.0,2.0
762,H6CT02154,"BROOKES, ANN E",H,CT,2.0,REP,CHALLENGER,4125.0,10837.47,0,0.0,287.53,2715.0,1410.0,4125.0,CT-2.0,3.0,3.0,3.0
101,H0CT03072,"DELARUO, ROSA L",H,CT,3.0,DEM,INCUMBENT,1033699.47,538356.49,1,19365.19,70193.0,454564.68,44839.24,499403.92,CT-3.0,1.0,1.0,1.0
198,H8CT04172,"HIMES, JIM",H,CT,4.0,DEM,INCUMBENT,1951571.82,595903.38,1,1045413.29,2292302.21,945056.0,54791.54,999847.54,CT-4.0,1.0,1.0,1.0
647,H4CT04114,"SHABAN, JOHN T",H,CT,4.0,REP,CHALLENGER,134189.0,118427.29,0,8053.18,23823.08,102595.0,29294.0,131889.0,CT-4.0,2.0,2.0,2.0
231,H2CT05131,"ESTY, ELIZABETH",H,CT,5.0,DEM,INCUMBENT,1867329.89,782972.74,1,47328.58,1024250.23,1155147.44,121487.38,1276634.82,CT-5.0,1.0,1.0,1.0
462,H6CT05157,"COPE, CLAY",H,CT,5.0,REP,CHALLENGER,96997.57,73450.72,0,0.0,23546.85,79080.0,18171.0,97251.0,CT-5.0,2.0,2.0,2.0
945,H6CT05165,"STEVENS, WILLIAM MARK",H,CT,5.0,REP,CHALLENGER,0.0,7278.0,0,493.0,278.0,1300.0,0.0,0.0,CT-5.0,3.0,4.0,4.0
567,H6CT05140,"MAXWELL, MATTHEW",H,CT,5.0,REP,CHALLENGER,5782.0,795.0,0,0.0,4359.0,3652.0,2130.0,5782.0,CT-5.0,4.0,3.0,3.0
1295,H0DC00058,"NORTON, ELEANOR HOLMES",H,DC,0.0,DEM,INCUMBENT,328210.0,256077.76,1,220676.13,141558.37,107218.0,2492.0,109710.0,DC-0.0,1.0,1.0,1.0
39,H6DE00206,"ROCHESTER, LISA BLUNT",H,DE,0.0,DEM,OPEN,908041.8,1102656.32,1,0.0,209285.48,501399.08,173949.27,675348.35,DE-0.0,1.0,1.0,3.0
1601,H6DE01089,"TOWNSEND, BRYAN",H,DE,0.0,DEM,OPEN,749049.62,756556.2,0,0.0,12493.42,583829.8,110569.82,694399.62,DE-0.0,2.0,3.0,2.0
1453,H6DE01097,"BARNEY, SEAN",H,DE,0.0,DEM,OPEN,739026.65,738637.31,0,0.0,1091.68,618986.3,114488.8,733475.1,DE-0.0,3.0,2.0,1.0
1422,H6DE01071,"REIGLE, HANS",H,DE,0.0,REP,OPEN,200724.32,168914.05,0,0.0,40262.45,148431.0,30120.66,178551.66,DE-0.0,4.0,5.0,5.0
1587,H6DE00198,"SHORT, BRYON HALL",H,DE,0.0,DEM,OPEN,158467.85,133051.12,0,0.0,25416.73,161385.41,31447.44,192832.85,DE-0.0,5.0,4.0,4.0
1512,H0DE01025,"IZZO, ROSE",H,DE,0.0,REP,OPEN,24255.0,24030.0,0,16.98,20.16,24000.0,255.0,24255.0,DE-0.0,6.0,6.0,6.0
13,H6FL01119,"GAETZ, MATT",H,FL,1.0,REP,OPEN,951163.89,993759.23,1,0.0,45404.66,648874.74,38149.49,687024.23,FL-1.0,1.0,1.0,1.0
1478,H6FL01168,"DOSEV, CRIS",H,FL,1.0,REP,OPEN,87398.03,456698.78,0,0.0,15699.25,74033.0,10665.03,84698.03,FL-1.0,2.0,5.0,5.0
1442,H6FL01218,"BYDLAK, REBEKAH JOHANSEN MRS.",H,FL,1.0,REP,OPEN,215156.87,215156.87,0,0.0,0.0,188808.61,22356.21,211164.82,FL-1.0,3.0,2.0,3.0
1485,H6FL01184,"EVERS, GREG",H,FL,1.0,REP,OPEN,207814.05,205102.65,0,0.0,2711.4,209443.05,6771.0,216214.05,FL-1.0,4.0,7.0,2.0
1622,H6FL01150,"ZUMWALT, JAMES",H,FL,1.0,REP,OPEN,134503.23,134503.23,0,0.0,0.0,118188.06,15918.0,134106.06,FL-1.0,5.0,3.0,4.0
1618,H4FL01155,"WICHERN, MARK",H,FL,1.0,REP,OPEN,34026.0,71495.0,0,57.35,4686.0,10922.0,3067.0,13989.0,FL-1.0,6.0,8.0,8.0
1431,H6FL01176,"SPECHT, STEVEN K.",H,FL,1.0,DEM,OPEN,45880.14,45867.27,0,0.0,9699.0,34144.06,11163.48,45307.54,FL-1.0,7.0,4.0,6.0
1493,H6FL01101,"FRAZIER, BRIAN WAYNE",H,FL,1.0,REP,OPEN,27815.34,28160.87,0,0.0,-345.53,18694.22,7037.0,25731.22,FL-1.0,8.0,6.0,7.0
1661,H6FL01226,"BLAKE, ROBERT EDWARD",H,FL,1.0,REP,OPEN,15700.0,9592.0,0,0.0,6104.0,700.0,0.0,700.0,FL-1.0,9.0,11.5,9.0
1546,H6FL01143,"MILLS, JOHN",H,FL,1.0,REP,OPEN,380.0,8576.29,0,1223.45,523.13,250.0,130.0,380.0,FL-1.0,10.0,9.0,10.0
1728,H6FL01127,"KONDRAT'YEV, AMANDA",H,FL,1.0,DEM,OPEN,20.0,238.2,0,0.0,20.0,0.0,20.0,20.0,FL-1.0,11.0,10.0,12.0
1584,H6FL01192,"SCHREY, ELIZABETH ANNE",H,FL,1.0,NPA,OPEN,213.0,212.0,0,0.0,0.0,15.0,0.0,15.0,FL-1.0,12.0,11.5,11.0
45,H6FL02208,"DUNN, NEAL PATRICK MD, FACS",H,FL,2.0,REP,OPEN,1297719.52,1743643.09,1,0.0,81539.11,954432.7,53216.66,1007649.36,FL-2.0,1.0,2.0,1.0
1600,H6FL02190,"THOMAS, MARY",H,FL,2.0,REP,OPEN,1050547.52,1032317.05,0,0.0,63230.47,784862.62,180025.13,964887.75,FL-2.0,2.0,1.0,2.0
1326,H6FL02224,"SUKHIA, KEN",H,FL,2.0,REP,OPEN,90903.3,206903.3,0,0.0,0.0,81410.5,9492.8,90903.3,FL-2.0,3.0,4.0,3.0
1364,H6FL02257,"DARTLAND, WALTER",H,FL,2.0,DEM,OPEN,74825.0,65666.15,0,0.0,59158.85,30349.0,12476.0,42825.0,FL-2.0,4.0,3.0,4.0
1548,H6FL02216,"MORAN, JEFF",H,FL,2.0,REP,OPEN,15045.0,19440.8,0,0.0,604.2,7300.0,3545.0,10845.0,FL-2.0,5.0,5.0,5.0
1327,H6FL02240,"LAPHAM, ROBERT B",H,FL,2.0,LIB,OPEN,6496.6,16956.44,0,0.0,-9814.92,2010.0,1285.0,3295.0,FL-2.0,6.0,6.0,6.0
171,H2FL06109,"YOHO, THEODORE SCOTT",H,FL,3.0,REP,INCUMBENT,785717.17,488663.05,1,90736.47,366697.91,561091.09,57975.98,619067.07,FL-3.0,1.0,1.0,1.0
576,H6FL03081,"MCGURN, KENNETH RANDOL",H,FL,3.0,DEM,CHALLENGER,578183.92,432538.02,0,0.0,145645.9,253761.92,22.0,253783.92,FL-3.0,2.0,3.0,2.0
1036,H6FL03057,"EMERY, ED",H,FL,3.0,DEM,CHALLENGER,75301.36,103059.18,0,0.0,71794.81,83513.55,0.0,83513.55,FL-3.0,3.0,4.0,3.0
701,H6FL03073,"WELLS, THOMAS BECKWITH",H,FL,3.0,DEM,CHALLENGER,7916.0,7490.01,0,0.0,425.99,0.0,316.0,316.0,FL-3.0,4.0,2.0,4.0
1446,H6FL04121,"TANZLER, HANS MR. III",H,FL,4.0,REP,OPEN,413284.68,813784.68,0,0.0,0.0,408986.0,9520.0,418506.0,FL-4.0,1.0,2.0,2.0
2,H6FL04105,"RUTHERFORD, JOHN",H,FL,4.0,REP,OPEN,650855.38,656210.29,1,0.0,35645.09,529030.38,13075.0,542105.38,FL-4.0,2.0,1.0,1.0
